sorting,graph,tree,partition,basic_knowledge,loop_and_branch,simulate,weakness
0.59,0.88,0.65,0.74,0.65,0.59,0.71,sorting;loop_and_branch
0.54,0.65,0.49,0.94,0.92,0.71,0.98,sorting;tree
0.72,0.71,0.88,0.68,0.97,0.67,0.99,
0.74,0.98,0.81,0.49,0.91,0.85,0.52,partition;simulate
0.76,0.49,0.76,0.93,0.99,0.62,0.8,graph
0.67,0.64,0.77,0.97,0.48,0.6,0.47,basic_knowledge;simulate
0.64,0.96,0.43,0.6,0.8,0.5,0.94,tree;loop_and_branch
0.73,0.73,0.51,0.52,0.54,0.58,0.43,tree;partition;basic_knowledge;loop_and_branch;simulate
0.86,0.94,0.98,0.77,0.7,0.83,0.66,
0.85,0.52,0.55,0.8,0.9,0.53,0.59,graph;tree;loop_and_branch;simulate
0.98,0.46,0.82,0.58,0.87,0.65,0.95,graph;partition
0.55,0.92,0.71,0.59,0.84,0.52,0.86,sorting;partition;loop_and_branch
0.82,0.47,0.55,0.71,0.71,0.43,0.71,graph;tree;loop_and_branch
0.89,0.74,0.65,0.68,0.48,0.49,0.59,basic_knowledge;loop_and_branch;simulate
0.92,0.46,0.84,0.87,0.89,0.85,0.84,graph
0.52,0.98,0.81,0.48,0.58,0.62,0.64,sorting;partition;basic_knowledge
0.46,0.78,0.73,0.82,0.93,0.54,0.75,sorting;loop_and_branch
0.63,0.56,0.91,0.91,0.75,0.81,0.51,graph;simulate
0.59,0.64,0.48,0.81,0.52,0.78,0.98,sorting;tree;basic_knowledge
0.66,0.75,0.5,0.51,0.73,0.79,0.8,tree;partition
0.65,0.49,0.85,0.94,0.56,0.6,0.63,graph;basic_knowledge
0.92,0.45,0.73,0.7,0.97,0.8,0.85,graph
0.78,0.71,0.91,0.48,0.9,0.48,0.5,partition;loop_and_branch;simulate
0.48,0.56,0.91,0.6,0.84,0.82,0.72,sorting;graph
0.86,0.57,0.7,0.45,0.77,0.67,0.71,graph;partition
0.96,0.46,0.55,0.53,0.87,0.45,0.5,graph;tree;partition;loop_and_branch;simulate
0.85,0.9,0.56,0.96,0.94,0.99,0.76,tree
0.83,0.81,0.56,0.79,0.94,0.64,0.47,tree;simulate
0.48,0.94,0.46,0.75,0.86,0.9,0.46,sorting;tree;simulate
0.72,0.72,0.93,0.91,0.86,0.79,0.96,
0.62,0.97,0.88,0.82,0.84,0.59,0.91,loop_and_branch
0.69,0.64,0.85,0.78,0.55,0.74,0.57,basic_knowledge;simulate
0.93,0.87,0.72,0.81,0.97,0.68,0.85,
0.68,0.76,0.78,0.89,0.81,0.5,0.88,loop_and_branch
0.49,0.49,0.46,0.97,0.98,0.55,0.71,sorting;graph;tree;loop_and_branch
0.63,0.55,0.92,0.62,0.85,0.59,0.84,graph;loop_and_branch
0.45,0.68,0.43,0.49,0.64,0.89,0.69,sorting;tree;partition
0.48,0.76,0.74,0.71,0.89,0.71,0.9,sorting
0.81,0.93,0.86,0.92,0.86,0.54,0.68,loop_and_branch
0.69,0.91,0.6,0.7,0.79,0.83,0.7,
0.62,0.86,0.79,0.8,0.55,0.96,0.83,basic_knowledge
0.58,0.77,0.54,0.82,0.96,0.73,0.97,sorting;tree
0.64,0.49,0.73,0.53,0.59,0.63,0.88,graph;partition;basic_knowledge
0.63,0.77,0.88,0.5,0.74,0.76,0.84,partition
0.59,0.84,0.72,0.46,0.89,0.68,0.74,sorting;partition
0.81,0.74,0.46,0.8,0.73,0.92,0.5,tree;simulate
0.55,0.61,0.83,0.88,0.73,0.52,0.64,sorting;loop_and_branch
0.87,0.98,0.76,0.63,0.54,0.83,0.44,basic_knowledge;simulate
0.83,0.72,0.52,0.54,0.74,0.89,0.44,tree;partition;simulate
0.46,0.83,0.85,0.56,0.43,0.45,0.62,sorting;partition;basic_knowledge;loop_and_branch
0.85,0.71,0.46,0.94,0.78,0.91,0.85,tree
0.92,0.9,0.64,0.77,0.65,0.69,0.57,simulate
0.75,0.84,0.69,0.46,0.66,0.52,0.65,partition;loop_and_branch
0.68,0.59,0.73,0.85,0.47,0.77,0.52,graph;basic_knowledge;simulate
0.8,0.52,0.97,0.86,0.91,0.45,0.64,graph;loop_and_branch
0.65,0.9,0.9,0.52,0.69,0.67,0.79,partition
0.94,0.97,0.9,0.56,0.58,0.97,0.9,partition;basic_knowledge
0.66,0.95,0.69,0.81,0.44,0.56,0.58,basic_knowledge;loop_and_branch;simulate
0.73,0.51,0.45,0.98,0.52,0.51,0.81,graph;tree;basic_knowledge;loop_and_branch
0.51,0.57,0.5,0.96,0.55,0.6,0.92,sorting;graph;tree;basic_knowledge
0.59,0.57,0.78,0.92,0.8,0.67,0.44,sorting;graph;simulate
0.64,0.88,0.6,0.72,0.57,0.64,0.9,basic_knowledge
0.83,0.82,0.56,0.53,0.65,0.73,0.84,tree;partition
0.49,0.8,0.97,0.63,0.92,0.83,0.45,sorting;simulate
0.89,0.92,0.65,0.53,0.58,0.67,0.55,partition;basic_knowledge;simulate
0.92,0.54,0.69,0.98,0.8,0.54,0.58,graph;loop_and_branch;simulate
0.66,0.87,0.57,0.48,0.93,0.71,0.81,tree;partition
0.45,0.7,0.64,0.94,0.59,0.87,0.62,sorting;basic_knowledge
0.66,0.63,0.6,0.87,0.89,0.93,0.47,simulate
0.83,0.44,0.85,0.61,0.8,0.56,0.92,graph;loop_and_branch
0.67,0.44,0.75,0.82,0.83,0.97,0.69,graph
0.5,0.97,0.86,0.82,0.85,0.8,0.86,sorting
0.92,0.45,0.69,0.44,0.5,0.77,0.54,graph;partition;basic_knowledge;simulate
0.68,0.87,0.86,0.98,0.44,0.69,0.88,basic_knowledge
0.87,0.75,0.94,0.63,0.67,0.5,0.76,loop_and_branch
0.69,0.86,0.47,0.6,0.81,0.51,0.77,tree;loop_and_branch
0.66,0.6,0.85,0.98,0.48,0.86,0.69,basic_knowledge
0.46,0.49,0.64,0.94,0.58,0.69,0.74,sorting;graph;basic_knowledge
0.53,0.73,0.62,0.98,0.89,0.76,0.68,sorting
0.59,0.89,0.52,0.59,0.94,0.59,0.76,sorting;tree;partition;loop_and_branch
0.49,0.57,0.97,0.6,0.81,0.71,0.9,sorting;graph
0.72,0.72,0.82,0.93,0.89,0.73,0.81,
0.51,0.83,0.84,0.68,0.77,0.76,0.51,sorting;simulate
0.71,0.64,0.65,0.98,0.65,0.5,0.68,loop_and_branch
0.91,0.87,0.75,0.74,0.76,0.58,0.9,loop_and_branch
0.95,0.94,0.91,0.59,0.72,0.49,0.92,partition;loop_and_branch
0.77,0.52,0.74,0.62,0.55,0.67,0.45,graph;basic_knowledge;simulate
0.64,0.94,0.6,0.53,0.74,0.73,0.91,partition
0.6,0.71,0.61,0.86,0.77,0.98,0.74,
0.6,0.67,0.74,0.69,0.87,0.6,0.76,
0.58,0.47,0.68,0.86,0.81,0.5,0.57,sorting;graph;loop_and_branch;simulate
0.9,0.62,0.46,0.93,0.57,0.86,0.96,tree;basic_knowledge
0.81,0.65,0.95,0.5,0.49,0.78,0.57,partition;basic_knowledge;simulate
0.67,0.75,0.88,0.48,0.44,0.49,0.6,partition;basic_knowledge;loop_and_branch
0.83,0.46,0.63,0.65,0.74,0.75,0.52,graph;simulate
0.73,0.81,0.97,0.76,0.44,0.74,0.73,basic_knowledge
0.75,0.74,0.59,0.73,0.68,0.71,0.43,tree;simulate
0.94,0.45,0.61,0.64,0.66,0.81,0.51,graph;simulate
0.92,0.56,0.62,0.88,0.7,0.69,0.45,graph;simulate
0.74,0.6,0.46,0.81,0.66,0.87,0.9,tree
0.74,0.98,0.68,0.82,0.86,0.75,0.88,
0.91,0.89,0.73,0.71,0.65,0.67,0.66,
0.65,0.88,0.51,0.71,0.79,0.8,0.55,tree;simulate
0.9,0.82,0.51,0.73,0.84,0.61,0.76,tree
0.67,0.55,0.51,0.84,0.88,0.85,0.6,graph;tree
0.59,0.47,0.48,0.5,0.48,0.85,0.91,sorting;graph;tree;partition;basic_knowledge
0.86,0.99,0.67,0.82,0.84,0.93,0.54,simulate
0.81,0.95,0.77,0.82,0.76,0.98,0.81,
0.94,0.58,0.95,0.99,0.92,0.59,0.79,graph;loop_and_branch
0.78,0.93,0.57,0.43,0.81,0.65,0.58,tree;partition;simulate
0.6,0.69,0.87,0.8,0.81,0.9,0.87,
0.53,0.88,0.67,0.55,0.56,0.71,0.83,sorting;partition;basic_knowledge
0.59,0.94,0.44,0.79,0.75,0.7,0.85,sorting;tree
0.84,0.78,0.76,0.46,0.56,0.94,0.74,partition;basic_knowledge
0.98,0.95,0.92,0.56,0.66,0.61,0.45,partition;simulate
0.83,0.76,0.69,0.97,0.73,0.87,0.93,
0.45,0.58,0.76,0.71,0.92,0.59,0.62,sorting;graph;loop_and_branch
0.98,0.94,0.55,0.53,0.51,0.86,0.52,tree;partition;basic_knowledge;simulate
0.96,0.77,0.5,0.88,0.61,0.45,0.48,tree;loop_and_branch;simulate
0.97,0.8,0.71,0.45,0.91,0.44,0.82,partition;loop_and_branch
0.79,0.47,0.55,0.89,0.55,0.48,0.45,graph;tree;basic_knowledge;loop_and_branch;simulate
0.85,0.62,0.84,0.87,0.47,0.76,0.84,basic_knowledge
0.62,0.97,0.84,0.69,0.65,0.51,0.71,loop_and_branch
0.74,0.87,0.84,0.87,0.72,0.54,0.61,loop_and_branch
0.97,0.71,0.63,0.93,0.63,0.93,0.95,
0.53,0.56,0.72,0.86,0.52,0.84,0.65,sorting;graph;basic_knowledge
0.88,0.95,0.93,0.95,0.53,0.65,0.8,basic_knowledge
0.86,0.95,0.7,0.56,0.77,0.58,0.61,partition;loop_and_branch
0.44,0.61,0.83,0.67,0.85,0.65,0.46,sorting;simulate
0.74,0.51,0.92,0.92,0.47,0.86,0.47,graph;basic_knowledge;simulate
0.85,0.96,0.67,0.72,0.44,0.76,0.95,basic_knowledge
0.51,0.69,0.56,0.87,0.86,0.57,0.82,sorting;tree;loop_and_branch
0.79,0.87,0.84,0.78,0.83,0.52,0.83,loop_and_branch
0.54,0.76,0.48,0.48,0.45,0.84,0.62,sorting;tree;partition;basic_knowledge
0.53,0.82,0.98,0.6,0.91,0.55,0.85,sorting;loop_and_branch
0.51,0.85,0.58,0.61,0.83,0.82,0.7,sorting;tree
0.98,0.8,0.81,0.54,0.93,0.77,0.55,partition;simulate
0.79,0.75,0.97,0.91,0.58,0.51,0.59,basic_knowledge;loop_and_branch;simulate
0.5,0.43,0.96,0.8,0.75,0.73,0.51,sorting;graph;simulate
0.78,0.55,0.95,0.7,0.76,0.66,0.68,graph
0.8,0.69,0.51,0.96,0.76,0.57,0.95,tree;loop_and_branch
0.91,0.6,0.73,0.54,0.85,0.81,0.51,partition;simulate
0.58,0.54,0.84,0.94,0.59,0.95,0.85,sorting;graph;basic_knowledge
0.47,0.79,0.57,0.84,0.67,0.66,0.64,sorting;tree
0.82,0.77,0.61,0.99,0.84,0.78,0.81,
0.84,0.5,0.89,0.59,0.79,0.95,0.74,graph;partition
0.47,0.76,0.84,0.86,0.72,0.53,0.56,sorting;loop_and_branch;simulate
0.84,0.69,0.86,0.74,0.66,0.66,0.89,
0.58,0.69,0.8,0.47,0.8,0.91,0.98,sorting;partition
0.86,0.74,0.79,0.51,0.76,0.89,0.77,partition
0.76,0.78,0.52,0.52,0.53,0.6,0.53,tree;partition;basic_knowledge;simulate
0.53,0.99,0.69,0.48,0.57,0.69,0.91,sorting;partition;basic_knowledge
0.6,0.47,0.68,0.47,0.43,0.74,0.97,graph;partition;basic_knowledge
0.76,0.45,0.53,0.93,0.54,0.63,0.92,graph;tree;basic_knowledge
0.93,0.57,0.77,0.54,0.7,0.85,0.55,graph;partition;simulate
0.89,0.72,0.76,0.82,0.98,0.44,0.47,loop_and_branch;simulate
0.69,0.76,0.99,0.45,0.67,0.56,0.91,partition;loop_and_branch
0.44,0.89,0.63,0.46,0.46,0.81,0.47,sorting;partition;basic_knowledge;simulate
0.86,0.79,0.93,0.93,0.86,0.93,0.79,
0.75,0.79,0.65,0.46,0.81,0.79,0.97,partition
0.93,0.61,0.47,0.79,0.71,0.59,0.76,tree;loop_and_branch
0.96,0.65,0.84,0.58,0.91,0.44,0.53,partition;loop_and_branch;simulate
0.97,0.74,0.94,0.96,0.93,0.74,0.53,simulate
0.54,0.93,0.87,0.45,0.7,0.47,0.63,sorting;partition;loop_and_branch
0.73,0.98,0.75,0.72,0.53,0.89,0.9,basic_knowledge
0.48,0.8,0.51,0.55,0.66,0.68,0.54,sorting;tree;partition;simulate
0.57,0.83,0.98,0.67,0.96,0.66,0.76,sorting
0.92,0.6,0.9,0.77,0.62,0.54,0.87,loop_and_branch
0.9,0.97,0.84,0.83,0.59,0.99,0.46,basic_knowledge;simulate
0.47,0.91,0.96,0.98,0.88,0.92,0.48,sorting;simulate
0.74,0.79,0.5,0.82,0.52,0.91,0.61,tree;basic_knowledge
0.44,0.99,0.51,0.65,0.97,0.53,0.67,sorting;tree;loop_and_branch
0.45,0.86,0.68,0.78,0.74,0.7,0.6,sorting
0.56,0.5,0.52,0.97,0.88,0.57,0.58,sorting;graph;tree;loop_and_branch;simulate
0.65,0.44,0.91,0.78,0.75,0.88,0.93,graph
0.89,0.62,0.54,0.98,0.88,0.84,0.68,tree
0.77,0.69,0.49,0.98,0.71,0.96,0.93,tree
0.63,0.91,0.61,0.94,0.57,0.98,0.57,basic_knowledge;simulate
0.5,0.84,0.61,0.59,0.69,0.86,0.89,sorting;partition
0.96,0.51,0.84,0.97,0.64,0.62,0.96,graph
0.84,0.5,0.73,0.62,0.7,0.64,0.99,graph
0.6,0.82,0.98,0.48,0.47,0.91,0.69,partition;basic_knowledge
0.55,0.58,0.98,0.55,0.97,0.71,0.91,sorting;graph;partition
0.96,0.6,0.43,0.5,0.82,0.99,0.72,tree;partition
0.5,0.75,0.7,0.8,0.65,0.78,0.82,sorting
0.71,0.88,0.54,0.8,0.52,0.68,0.62,tree;basic_knowledge
0.45,0.69,0.75,0.87,0.98,0.8,0.68,sorting
0.64,0.54,0.72,0.71,0.73,0.63,0.6,graph
0.78,0.81,0.81,0.6,0.93,0.91,0.77,
0.88,0.92,0.72,0.84,0.8,0.68,0.65,
0.81,0.73,0.61,0.96,0.51,0.48,0.49,basic_knowledge;loop_and_branch;simulate
0.65,0.5,0.67,0.94,0.57,0.88,0.92,graph;basic_knowledge
0.46,0.87,0.95,0.51,0.69,0.91,0.8,sorting;partition
0.79,0.73,0.93,0.76,0.63,0.61,0.8,
0.71,0.92,0.5,0.77,0.96,0.56,0.82,tree;loop_and_branch
0.55,0.77,0.94,0.87,0.71,0.79,0.45,sorting;simulate
0.84,0.89,0.5,0.96,0.5,0.91,0.81,tree;basic_knowledge
0.62,0.62,0.74,0.87,0.6,0.94,0.49,simulate
0.9,0.74,0.53,0.68,0.55,0.95,0.71,tree;basic_knowledge
0.91,0.94,0.86,0.59,0.92,0.65,0.65,partition
0.95,0.9,0.61,0.9,0.68,0.56,0.93,loop_and_branch
0.66,0.91,0.75,0.61,0.92,0.79,0.98,
0.63,0.51,0.94,0.49,0.73,0.98,0.54,graph;partition;simulate
0.61,0.62,0.56,0.85,0.78,0.76,0.67,tree
0.52,0.99,0.57,0.8,0.7,0.6,0.5,sorting;tree;simulate
0.94,0.72,0.74,0.66,0.57,0.61,0.86,basic_knowledge
0.79,0.44,0.63,0.72,0.83,0.68,0.94,graph
0.8,0.71,0.66,0.48,0.53,0.81,0.55,partition;basic_knowledge;simulate
0.66,0.55,0.79,0.92,0.64,0.55,0.99,graph;loop_and_branch
0.49,0.84,0.52,0.76,0.69,0.8,0.66,sorting;tree
0.72,0.55,0.6,0.98,0.72,0.69,0.69,graph
0.78,0.78,0.72,0.63,0.69,0.71,0.83,
0.88,0.85,0.93,0.97,0.64,0.56,0.86,loop_and_branch
0.91,0.82,0.83,0.83,0.61,0.76,0.79,
0.6,0.92,0.94,0.45,0.47,0.62,0.82,partition;basic_knowledge
0.88,0.86,0.9,0.9,0.55,0.65,0.95,basic_knowledge
0.55,0.55,0.89,0.71,0.67,0.97,0.8,sorting;graph
0.53,0.83,0.43,0.73,0.89,0.51,0.58,sorting;tree;loop_and_branch;simulate
0.85,0.96,0.66,0.97,0.97,0.62,0.9,
0.52,0.75,0.69,0.79,0.88,0.78,0.78,sorting
0.65,0.95,0.65,0.91,0.75,0.72,0.47,simulate
0.94,0.69,0.44,0.98,0.72,0.62,0.67,tree
0.8,0.85,0.67,0.63,0.58,0.72,0.93,basic_knowledge
0.97,0.73,0.55,0.75,0.47,0.58,0.61,tree;basic_knowledge;loop_and_branch
0.93,0.83,0.92,0.92,0.59,0.81,0.69,basic_knowledge
0.85,0.92,0.65,0.6,0.86,0.62,0.94,
0.47,0.87,0.91,0.74,0.67,0.9,0.58,sorting;simulate
0.46,0.44,0.44,0.65,0.72,0.57,0.47,sorting;graph;tree;loop_and_branch;simulate
0.72,0.73,0.94,0.77,0.9,0.75,0.86,
0.95,0.51,0.9,0.74,0.97,0.5,0.98,graph;loop_and_branch
0.74,0.49,0.64,0.56,0.62,0.75,0.86,graph;partition
0.86,0.61,0.43,0.6,0.63,0.97,0.67,tree
0.57,0.74,0.65,0.66,0.96,0.64,0.61,sorting
0.91,0.71,0.44,0.71,0.54,0.78,0.6,tree;basic_knowledge
0.92,0.61,0.98,0.96,0.97,0.63,0.99,
0.56,0.66,0.93,0.98,0.58,0.63,0.92,sorting;basic_knowledge
0.48,0.44,0.84,0.62,0.8,0.94,0.75,sorting;graph
0.92,0.6,0.81,0.63,0.7,0.5,0.65,loop_and_branch
0.94,0.76,0.63,0.6,0.64,0.75,0.69,
0.65,0.72,0.48,0.48,0.47,0.57,0.89,tree;partition;basic_knowledge;loop_and_branch
0.56,0.86,0.8,0.78,0.58,0.87,0.9,sorting;basic_knowledge
0.94,0.69,0.93,0.9,0.98,0.72,0.79,
0.84,0.85,0.93,0.99,0.76,0.78,0.63,
0.77,0.8,0.73,0.85,0.68,0.83,0.94,
0.75,0.81,0.85,0.85,0.6,0.49,0.97,loop_and_branch
0.95,0.89,0.59,0.84,0.63,0.97,0.44,tree;simulate
0.81,0.58,0.91,0.84,0.92,0.79,0.81,graph
0.64,0.51,0.9,0.95,0.62,0.59,0.91,graph;loop_and_branch
0.76,0.94,0.83,0.75,0.75,0.89,0.71,
0.51,0.55,0.86,0.56,0.92,0.65,0.45,sorting;graph;partition;simulate
0.86,0.85,0.7,0.9,0.79,0.76,0.92,
0.46,0.97,0.49,0.49,0.77,0.98,0.48,sorting;tree;partition;simulate
0.8,0.56,0.62,0.59,0.58,0.69,0.79,graph;partition;basic_knowledge
0.66,0.54,0.76,0.96,0.83,0.49,0.66,graph;loop_and_branch
0.45,0.85,0.54,0.87,0.9,0.58,0.62,sorting;tree;loop_and_branch
0.98,0.66,0.93,0.67,0.79,0.91,0.53,simulate
0.86,0.77,0.68,0.93,0.85,0.56,0.95,loop_and_branch
0.95,0.64,0.75,0.78,0.55,0.44,0.9,basic_knowledge;loop_and_branch
0.98,0.55,0.58,0.71,0.89,0.78,0.63,graph;tree
0.5,0.77,0.81,0.65,0.65,0.59,0.64,sorting;loop_and_branch
0.88,0.44,0.44,0.45,0.52,0.57,0.9,graph;tree;partition;basic_knowledge;loop_and_branch
0.59,0.6,0.48,0.46,0.66,0.9,0.77,sorting;tree;partition
0.58,0.47,0.62,0.75,0.83,0.93,0.91,sorting;graph
0.95,0.43,0.77,0.77,0.83,0.75,0.87,graph
0.74,0.46,0.89,0.87,0.65,0.88,0.86,graph
0.78,0.95,0.63,0.5,0.51,0.53,0.71,partition;basic_knowledge;loop_and_branch
0.91,0.44,0.6,0.58,0.75,0.78,0.68,graph;partition
0.48,0.78,0.76,0.88,0.69,0.61,0.98,sorting
0.85,0.67,0.74,0.55,0.72,0.77,0.47,partition;simulate
0.51,0.88,0.74,0.6,0.94,0.91,0.65,sorting
0.57,0.46,0.86,0.81,0.8,0.51,0.43,sorting;graph;loop_and_branch;simulate
0.97,0.86,0.93,0.77,0.96,0.62,0.83,
0.83,0.62,0.74,0.54,0.76,0.72,0.48,partition;simulate
0.44,0.77,0.45,0.96,0.87,0.52,0.71,sorting;tree;loop_and_branch
0.57,0.92,0.68,0.54,0.98,0.44,0.89,sorting;partition;loop_and_branch
0.56,0.87,0.66,0.5,0.79,0.78,0.65,sorting;partition
0.47,0.51,0.86,0.86,0.67,0.94,0.45,sorting;graph;simulate
0.48,0.8,0.6,0.55,0.61,0.44,0.89,sorting;partition;loop_and_branch
0.93,0.73,0.53,0.67,0.85,0.9,0.62,tree
0.65,0.77,0.84,0.74,0.94,0.57,0.89,loop_and_branch
0.95,0.98,0.92,0.5,0.75,0.73,0.7,partition
0.68,0.89,0.99,0.59,0.9,0.94,0.9,partition
0.88,0.96,0.8,0.64,0.79,0.85,0.9,
0.73,0.83,0.79,0.48,0.86,0.85,0.5,partition;simulate
0.46,0.62,0.68,0.45,0.82,0.97,0.87,sorting;partition
0.65,0.67,0.9,0.69,0.72,0.9,0.83,
0.79,0.69,0.74,0.58,0.48,0.72,0.85,partition;basic_knowledge
0.84,0.64,0.77,0.46,0.62,0.73,0.58,partition;simulate
0.69,0.58,0.81,0.86,0.95,0.75,0.69,graph
0.57,0.96,0.88,0.5,0.95,0.79,0.46,sorting;partition;simulate
0.54,0.57,0.85,0.74,0.64,0.62,0.83,sorting;graph
0.8,0.44,0.57,0.5,0.66,0.47,0.83,graph;tree;partition;loop_and_branch
0.74,0.94,0.68,0.88,0.84,0.88,0.51,simulate
0.82,0.83,0.87,0.75,0.61,0.55,0.47,loop_and_branch;simulate
0.67,0.83,0.49,0.97,0.64,0.71,0.69,tree
0.61,0.59,0.8,0.53,0.6,0.5,0.45,graph;partition;loop_and_branch;simulate
0.75,0.88,0.94,0.78,0.54,0.97,0.9,basic_knowledge
0.93,0.87,0.61,0.47,0.93,0.88,0.66,partition
0.59,0.52,0.91,0.88,0.53,0.95,0.58,sorting;graph;basic_knowledge;simulate
0.43,0.85,0.83,0.61,0.7,0.78,0.44,sorting;simulate
0.57,0.64,0.49,0.91,0.73,0.63,0.89,sorting;tree
0.57,0.78,0.61,0.68,0.8,0.65,0.56,sorting;simulate
0.88,0.51,0.72,0.45,0.83,0.62,0.61,graph;partition
0.93,0.61,0.56,0.57,0.94,0.81,0.9,tree;partition
0.8,0.8,0.8,0.97,0.63,0.85,0.66,
0.8,0.98,0.76,0.75,0.82,0.73,0.51,simulate
0.69,0.96,0.96,0.99,0.96,0.43,0.67,loop_and_branch
0.67,0.47,0.67,0.45,0.63,0.67,0.81,graph;partition
0.91,0.75,0.86,0.75,0.65,0.52,0.93,loop_and_branch
0.7,0.53,0.83,0.87,0.64,0.89,0.82,graph
0.54,0.94,0.82,0.43,0.95,0.49,0.56,sorting;partition;loop_and_branch;simulate
0.57,0.77,0.95,0.61,0.76,0.58,0.93,sorting;loop_and_branch
0.47,0.86,0.56,0.75,0.98,0.83,0.65,sorting;tree
0.58,0.95,0.67,0.84,0.51,0.77,0.89,sorting;basic_knowledge
0.73,0.49,0.81,0.74,0.56,0.53,0.48,graph;basic_knowledge;loop_and_branch;simulate
0.58,0.47,0.7,0.98,0.64,0.81,0.86,sorting;graph
0.7,0.93,0.66,0.5,0.91,0.57,0.63,partition;loop_and_branch
0.6,0.66,0.5,0.6,0.46,0.74,0.85,tree;basic_knowledge
0.81,0.75,0.82,0.87,0.8,0.95,0.98,
0.43,0.84,0.92,0.7,0.59,0.99,0.69,sorting;basic_knowledge
0.61,0.49,0.58,0.83,0.67,0.5,0.89,graph;tree;loop_and_branch
0.74,0.55,0.99,0.6,0.61,0.99,0.8,graph
0.75,0.54,0.94,0.67,0.98,0.54,0.61,graph;loop_and_branch
0.95,0.67,0.52,0.51,0.89,0.88,0.48,tree;partition;simulate
0.7,0.6,0.77,0.66,0.74,0.49,0.99,loop_and_branch
0.5,0.55,0.48,0.89,0.85,0.44,0.57,sorting;graph;tree;loop_and_branch;simulate
0.94,0.72,0.67,0.6,0.6,0.76,0.8,
0.64,0.75,0.72,0.88,0.85,0.68,0.7,
0.74,0.76,0.49,0.85,0.57,0.85,0.93,tree;basic_knowledge
0.72,0.57,0.79,0.68,0.84,0.45,0.73,graph;loop_and_branch
0.67,0.48,0.81,0.99,0.89,0.61,0.66,graph
0.62,0.51,0.97,0.62,0.9,0.75,0.53,graph;simulate
0.73,0.56,0.44,0.5,0.73,0.94,0.58,graph;tree;partition;simulate
0.79,0.91,0.72,0.97,0.6,0.5,0.73,loop_and_branch
0.98,0.6,0.63,0.47,0.67,0.73,0.49,partition;simulate
0.78,0.66,0.72,0.5,0.44,0.72,0.94,partition;basic_knowledge
0.57,0.72,0.62,0.82,0.99,0.48,0.79,sorting;loop_and_branch
0.91,0.88,0.59,0.66,0.86,0.91,0.83,tree
0.46,0.85,0.75,0.91,0.95,0.93,0.95,sorting
0.75,0.46,0.75,0.67,0.89,0.83,0.44,graph;simulate
0.62,0.58,0.48,0.78,0.62,0.56,0.61,graph;tree;loop_and_branch
0.83,0.49,0.73,0.97,0.48,0.69,0.87,graph;basic_knowledge
0.68,0.57,0.68,0.71,0.91,0.9,0.59,graph;simulate
0.66,0.67,0.52,0.82,0.91,0.98,0.55,tree;simulate
0.91,0.5,0.69,0.5,0.94,0.91,0.8,graph;partition
0.65,0.84,0.52,0.43,0.58,0.46,0.89,tree;partition;basic_knowledge;loop_and_branch
0.63,0.44,0.82,0.93,0.71,0.88,0.48,graph;simulate
0.67,0.61,0.54,0.63,0.64,0.58,0.88,tree;loop_and_branch
0.93,0.64,0.8,0.81,0.44,0.65,0.79,basic_knowledge
0.54,0.47,0.6,0.72,0.53,0.54,0.72,sorting;graph;basic_knowledge;loop_and_branch
0.95,0.9,0.49,0.45,0.67,0.9,0.46,tree;partition;simulate
0.6,0.69,0.89,0.87,0.86,0.6,0.46,simulate
0.49,0.59,0.54,0.74,0.75,0.54,0.55,sorting;graph;tree;loop_and_branch;simulate
0.96,0.97,0.44,0.78,0.85,0.97,0.77,tree
0.65,0.76,0.59,0.66,0.56,0.64,0.57,tree;basic_knowledge;simulate
0.59,0.99,0.78,0.95,0.89,0.59,0.59,sorting;loop_and_branch;simulate
0.79,0.87,0.69,0.86,0.72,0.89,0.96,
0.69,0.62,0.82,0.62,0.57,0.6,0.88,basic_knowledge
0.74,0.48,0.84,0.82,0.95,0.55,0.8,graph;loop_and_branch
0.75,0.75,0.9,0.44,0.79,0.89,0.57,partition;simulate
0.85,0.48,0.92,0.56,0.63,0.83,0.95,graph;partition
0.86,0.88,0.45,0.75,0.62,0.49,0.86,tree;loop_and_branch
0.43,0.71,0.92,0.59,0.86,0.93,0.59,sorting;partition;simulate
0.56,0.58,0.84,0.6,0.65,0.49,0.65,sorting;graph;loop_and_branch
0.85,0.5,0.85,0.63,0.78,0.48,0.57,graph;loop_and_branch;simulate
0.87,0.62,0.44,0.87,0.82,0.89,0.51,tree;simulate
0.9,0.8,0.83,0.77,0.5,0.52,0.64,basic_knowledge;loop_and_branch
0.48,0.55,0.75,0.85,0.66,0.65,0.96,sorting;graph
0.62,0.79,0.78,0.63,0.66,0.56,0.58,loop_and_branch;simulate
0.75,0.6,0.7,0.86,0.94,0.79,0.47,simulate
0.92,0.87,0.5,0.47,0.75,0.81,0.66,tree;partition
0.93,0.56,0.97,0.92,0.76,0.57,0.8,graph;loop_and_branch
0.95,0.88,0.77,0.91,0.71,0.95,0.57,simulate
0.85,0.7,0.71,0.78,0.79,0.82,0.79,
0.87,0.76,0.77,0.52,0.48,0.47,0.88,partition;basic_knowledge;loop_and_branch
0.57,0.81,0.72,0.58,0.6,0.9,0.6,sorting;partition
0.97,0.9,0.74,0.77,0.81,0.8,0.92,
0.91,0.47,0.71,0.77,0.84,0.79,0.64,graph
